Chirurgie 1,Neurochirurgie,HCL,0,1,662
Chirurgie 1,Oto-rhino-laryngologie - chirurgie cervico-faciale,HCL,0,3,676 - 959
Chirurgie 1,Ophtalmologie,HCL,0,9,14 - 558
Chirurgie 1,"Chirurgie plastique, reconstructrice et esthétique",HCL,0,1,46
Chirurgie 1,Chirurgie maxillo-faciale,HCL,0,1,297
Chirurgie 1,Chirurgie orale,HCL,0,1,2278
Chirurgie 2,Urologie,HCL,0,3,735 - 1594
Chirurgie 2,Gynécologie obstétrique,HCL,0,11,302 - 1958
Chirurgie 2,Chirurgie viscérale et digestive,HCL,0,3,362 - 1199
Chirurgie 2,Chirurgie vasculaire,HCL,0,1,990
Chirurgie 2,Chirurgie thoracique et cardiovasculaire,HCL,0,1,3680
Chirurgie 2,Chirurgie pédiatrique,HCL,0,1,1043
Chirurgie 2,Chirurgie orthopédique et traumatologique,HCL,0,5,311 - 1347
Médecine de l'aigu,Médecine d’urgence,HCL,0,20,275 - 4328
Médecine de l'aigu,Médecine intensive-réanimation,HCL,0,3,846 - 1413
Médecine de l'aigu,Anesthésie-réanimation,HCL,0,19,51 - 565
Médecine d'investigation 1,Anatomie et cytologie pathologiques,HCL,0,2,3547 - 3658
Médecine d'investigation 1,Radiologie et imagerie médicale,HCL,0,10,256 - 1783
Médecine d'investigation 1,Médecine nucléaire,HCL,0,1,1934
Médecine d'investigation 2,Génétique médicale,HCL,0,1,3975
Médecine d'investigation 2,Biologie médicale,HCL,0,5,5242 - 7766
Santé publique - Santé au travail - Médecine légale,Médecine et santé au travail,HCL,3,4,6518 - 7461
Santé publique - Santé au travail - Médecine légale,Médecine légale et expertises médicales,HCL,0,1,5140
Santé publique - Santé au travail - Médecine légale,Santé publique,HCL,0,4,2161 - 7590
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Gynécologie médicale,HCL,0,3,762 - 1197
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Endocrinologie-diabétologie-nutrition,HCL,0,3,125 - 1529
Spécialités médicales transversales,Médecine interne et immunologie clinique,HCL,0,5,515 - 973
Spécialités médicales transversales,Maladies infectieuses et tropicales,HCL,0,3,37 - 914
Spécialités médicales transversales,Gériatrie,HCL,0,9,986 - 6129
Spécialités médicales transversales,Dermatologie et vénéréologie,HCL,0,4,30 - 294
Spécialités médicales transversales,Allergologie,HCL,0,2,2078 - 3277
Spécialités médicales transversales,Rhumatologie,HCL,0,3,1009 - 2211
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Neurologie,HCL,0,6,438 - 1184
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Psychiatrie,HCL,0,25,1014 - 5872
Psychiatrie - Neurologie - Médecine Physique et Réadaptation,Médecine physique et de réadaptation,HCL,0,3,2849 - 4156
Hématologie - Oncologie - Hépato-gastroentérologie,Hépato-gastro-entérologie,HCL,0,6,222 - 846
Hématologie - Oncologie - Hépato-gastroentérologie,Hématologie,HCL,0,2,289 - 546
Hématologie - Oncologie - Hépato-gastroentérologie,Oncologie,HCL,0,6,94 - 538
Pédiatrie,Pédiatrie,HCL,0,16,17 - 3270
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Médecine vasculaire,HCL,0,2,1923 - 2650
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Médecine cardiovasculaire,HCL,0,7,71 - 227
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Néphrologie,HCL,0,3,451 - 2102
Médecine cardiovasculaire - Médecine vasculaire - Pneumologie - Néphrologie,Pneumologie,HCL,0,5,516 - 2862
Médecine générale,Médecine générale,HCL,0,126,95 - 6191
Chirurgie 1,Neurochirurgie,GRENOBLE,0,1,1338
Chirurgie 1,Oto-rhino-laryngologie - chirurgie cervico-faciale,GRENOBLE,0,2,478 - 1843
Chirurgie 1,Ophtalmologie,GRENOBLE,0,3,681 - 726
Chirurgie 1,"Chirurgie plastique, reconstructrice et esthétique",GRENOBLE,0,0,
Chirurgie 1,Chirurgie maxillo-faciale,GRENOBLE,0,1,1686
Chirurgie 1,Chirurgie orale,GRENOBLE,0,0,
Chirurgie 2,Urologie,GRENOBLE,0,2,1340 - 1689
Chirurgie 2,Gynécologie obstétrique,GRENOBLE,0,5,1319 - 2365
Chirurgie 2,Chirurgie viscérale et digestive,GRENOBLE,0,2,1998 - 2265
Chirurgie 2,Chirurgie vasculaire,GRENOBLE,0,1,3243
Chirurgie 2,Chirurgie thoracique et cardiovasculaire,GRENOBLE,0,1,3382
Chirurgie 2,Chirurgie pédiatrique,GRENOBLE,0,1,560
Chirurgie 2,Chirurgie orthopédique et traumatologique,GRENOBLE,0,3,1298 - 1768
Médecine de l'aigu,Médecine d’urgence,GRENOBLE,0,11,1152 - 3450
Médecine de l'aigu,Médecine intensive-réanimation,GRENOBLE,0,2,503 - 1416
Médecine de l'aigu,Anesthésie-réanimation,GRENOBLE,0,10,133 - 877
Médecine d'investigation 1,Anatomie et cytologie pathologiques,GRENOBLE,0,2,3062 - 4707
Médecine d'investigation 1,Radiologie et imagerie médicale,GRENOBLE,0,4,4 - 1615
Médecine d'investigation 1,Médecine nucléaire,GRENOBLE,0,1,1144
Médecine d'investigation 2,Génétique médicale,GRENOBLE,0,0,
Médecine d'investigation 2,Biologie médicale,GRENOBLE,2,1,5701
Santé publique - Santé au travail - Médecine légale,Médecine et santé au travail,GRENOBLE,2,2,2051 - 7573
Santé publique - Santé au travail - Médecine légale,Médecine légale et expertises médicales,GRENOBLE,0,1,4997
Santé publique - Santé au travail - Médecine légale,Santé publique,GRENOBLE,2,0,
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Gynécologie médicale,GRENOBLE,0,2,937 - 1224
Endocrinologie - Diabétologie - Nutrition - Gynécologie médicale,Endocrinologie-diabétologie-nutrition,GRENOBLE,0,2,861 - 3600
